reply_comment_total,digg_count,AF,IP,C-Label,video,comment_id,publication_time
0,0,虽然我虚长你几岁，但是从今天起你就是我异父异母的亲哥。,Sichuan,Seeking Interaction and Imitation,video77,comment10086,2025-05-18
0,0,笑容挺好看的,Henan,Appearance and Attire,video114,comment10087,2025-05-04
3,4,我喜欢精神小妹，感觉她们很需要被照顾，又是恋爱脑，又纯情又专一，唉，但是从来遇不到她们。如果有机会 我一定会好好保护她 流泪,Hubei,Emotions and Interpersonal Relationships,video114,comment10088,2025-04-20
0,0,另一个世界。 鼓掌,Hebei,Others,video109,comment10089,2025-03-24
0,0,一眼就注意到了他的手镯 舔屏,Shaanxi,Appearance and Attire,video42,comment10090,2025-05-03
3,0,不是，你俩有点关系吧,Jilin,Emotions and Interpersonal Relationships,video34,comment10091,2024-06-09
0,0,80后成了老头了,Hebei,Others,video109,comment10092,2025-04-14
0,0,江湖规矩都不懂 捂脸,Jilin,Social Evaluation and Concepts,video107,comment10093,2025-03-03
1,0,抖音不是正能量的吗,Tianjin,Social Evaluation and Concepts,video53,comment10094,2025-05-01
0,0,20块钱可以喊一个女的，咋这么合适，给我来一打,Beijing,Social Evaluation and Concepts,video7,comment10095,2024-12-08
0,0,这两妹儿我都喜欢,Sichuan,Emotions and Interpersonal Relationships,video80,comment10096,2025-02-24
0,0,第三集不咋滴,Guangdong,Others,video13,comment10097,2024-09-14
0,0,就是不要脸呗,Shanxi,Social Evaluation and Concepts,video122,comment10098,2025-03-06
5,255,一开始觉的她们不正常，后来这么开心才发现我不正常 流泪,Hebei,Social Evaluation and Concepts,video23,comment10099,2025-02-27
0,0,好喜欢她性格啊 可爱,Hunan,Emotions and Interpersonal Relationships,video42,comment10100,2025-04-18
0,0,工资100，吃饭200，让美女陪一天赚翻了,Shanghai,Social Evaluation and Concepts,video66,comment10101,2025-03-09
0,0,这一看都没有18岁，现在应该在校读书,Shandong,Behavior and Lifestyle,video16,comment10102,2025-03-07
0,0,丝毫不耽误20万彩礼和房子 不失礼貌的微笑,Jiangsu,Social Evaluation and Concepts,video23,comment10103,2025-02-23
0,0,真实吗？这么多生耗才40,Chongqing,Challenge Authenticity and Performativity,video79,comment10104,2025-03-15
0,0,这就是中国的未来,Shandong,Social Evaluation and Concepts,video62,comment10105,2025-05-16
0,0,情感价值拉满了 泣不成声,Jiangsu,Emotions and Interpersonal Relationships,video36,comment10106,2025-05-08
0,0,我跟你们几个说 平时才艺环节都是加50,Chongqing,Behavior and Lifestyle,video12,comment10107,2025-02-27
0,1,咱姐运动 咱妹商务,Shandong,Appearance and Attire,video35,comment10108,2024-11-09
0,0,巴黎，我还以为是法国，没想法是巴黎子 泪奔,Liaoning,Regional and Group Characteristics,video138,comment10109,2025-04-30
0,0,街上这样的精神小妹太多了，我都懒得看,Anhui,Social Evaluation and Concepts,video15,comment10110,2025-04-30
0,0,给你5毛能不能换南阳去 流泪,Henan,Regional and Group Characteristics,video54,comment10111,2023-05-30
0,0,120是全部还是一部分,Hebei,Others,video179,comment10112,2025-04-15
0,0,徐州是这口音吗 疑问,Henan,Regional and Group Characteristics,video3,comment10113,2025-03-19
0,0,笑死我了命苦 捂脸,Zhejiang,Others,video59,comment10114,2025-03-18
1,0,我有发言权我先说 他们钱都用来买烟了 躺平然后吃饭没钱一天吃一顿 躺平然后没钱吃饭了就在各种人那蹭,Jilin,Behavior and Lifestyle,video21,comment10115,2023-10-18
0,0,就是个变态的,Guangdong,Social Evaluation and Concepts,video42,comment10116,2025-04-16
0,0,考公务员你也问得出口,Henan,Social Evaluation and Concepts,video115,comment10117,2025-01-28
0,2,哈哈看到最后给我逗死了,Beijing,Others,video19,comment10118,2025-02-09
0,0,这情绪价值，，，都溢出来了 大笑,Beijing,Emotions and Interpersonal Relationships,video24,comment10119,2025-04-27
0,0,好多精神小妹,Jiangsu,Others,video84,comment10120,2025-01-20
0,0,多给他们200算我的，谢谢,Sichuan,Seeking Interaction and Imitation,video53,comment10121,2025-02-11
0,0,泪奔我也当过精神小妹后来成军嫂了胖了70多斤,Shandong,Sharing Personal Experiences,video173,comment10122,2024-07-31
0,1,美颜区别确实大 抖音相机功能 看,Shanghai,Challenge Authenticity and Performativity,video4,comment10123,2025-04-22
0,0,新疆有这样的吗,Henan,Regional and Group Characteristics,video53,comment10124,2025-02-16
0,1,锤哥，我怕你这一趟是要中暑哦 捂脸,Hubei,Others,video124,comment10125,2025-03-26
0,0,画条蛇 蜜蜂狗,Shandong,Others,video18,comment10126,2025-03-04
3,0,我老婆就是精神小妹 不失礼貌的微笑,Shanghai,Sharing Personal Experiences,video69,comment10127,2024-08-26
0,0,报告，我想跟你混了。,Guangdong,Seeking Interaction and Imitation,video129,comment10128,2024-10-23
0,0,你也是个精神小伙啊，那发型，再一看自己也文着呢,Jiangsu,Appearance and Attire,video92,comment10129,2024-07-19
0,0,我能不能也跟你们混一天 舔屏,Guangdong,Seeking Interaction and Imitation,video146,comment10130,2025-02-21
0,1,你说混，那就没毛病 呲牙,Shandong,Behavior and Lifestyle,video4,comment10131,2025-04-16
0,4,每次都是女的，锤哥一天盯得好哦,Chongqing,Challenge Authenticity and Performativity,video145,comment10132,2025-03-20
0,0,这种互相喜欢不捅破的感觉最上头 呲牙,Henan,Emotions and Interpersonal Relationships,video9,comment10133,2025-05-06
0,0,我也想找个甜妹叫我哥哥 看,Beijing,Seeking Interaction and Imitation,video36,comment10134,2025-05-08
0,0,吃了上顿没下顿,Hebei,Behavior and Lifestyle,video21,comment10135,2023-10-18
0,0,花臂姑娘更美,Jiangsu,Appearance and Attire,video86,comment10136,2025-04-07
0,1,花200块让精神小妹带着玩一天能给足情绪价值还不会嫌你抠门什么的 花200块请老剩女吃饭她会嫌弃你穷酸样 是个穷屌丝配不上她 灵机一动,Inner Mongolia,Emotions and Interpersonal Relationships,video40,comment10137,2025-04-09
0,3,好可怕 捂脸看了才知道我多干净 捂脸,Shanghai,Social Evaluation and Concepts,video8,comment10138,2025-03-19
0,0,好玩是好玩，就是感觉突然到了夏天印度的恒河里 捂脸,Henan,Others,video7,comment10139,2024-12-10
1,0,别说她们真的好瘦，腿也好细 泪奔,Henan,Appearance and Attire,video18,comment10140,2025-03-05
0,1,这不会是金地樾檀山吧,Liaoning,Regional and Group Characteristics,video115,comment10141,2024-12-04
0,1,我们这里，精神小妹，借钱，2块，3块的借,Shandong,Behavior and Lifestyle,video122,comment10142,2025-03-18
0,1,都是处对象 能结婚吗 宕机,Zhejiang,Emotions and Interpersonal Relationships,video44,comment10143,2025-03-25
2,0,看看人家，开啥车有啥用,Liaoning,Behavior and Lifestyle,video48,comment10144,2024-08-28
0,0,以后就找黄毛,Hubei,Seeking Interaction and Imitation,video7,comment10145,2024-12-19
0,0,介绍个精神小妹给我耍,Chongqing,Seeking Interaction and Imitation,video12,comment10146,2025-03-03
0,0,这都嚼的啥呀 看他们都嘴里嚼东西,Hebei,Behavior and Lifestyle,video92,comment10147,2024-11-02
0,1,她把道具带走了 看,Jiangsu,Challenge Authenticity and Performativity,video17,comment10148,2025-02-08
0,0,有没有精神小妹妹给我介绍一个,Jiangsu,Seeking Interaction and Imitation,video46,comment10149,2025-05-06
0,0,皮衣小妹的抖音艾特出来下嘛 捂脸,Yunnan,Seeking Interaction and Imitation,video124,comment10150,2025-03-26
1,1,那 挫几拜 是再见的意思吗,Jiangxi,Regional and Group Characteristics,video25,comment10151,2024-06-16
0,1,她们这样只是因为成长环境的问题，缺少关心爱护和引导，不要带有色眼镜看人 抱抱你,Jiangsu,Social Evaluation and Concepts,video101,comment10152,2025-01-18
0,0,喊哥哥喊的都晕了 看,Henan,Emotions and Interpersonal Relationships,video51,comment10153,2025-04-18
0,0,做兄弟，在心中，有事电话打不通,Shanxi,Social Evaluation and Concepts,video27,comment10154,2024-11-08
0,0,王俊吸实名观看 泪奔,Jiangsu,Others,video26,comment10155,2025-04-19
0,0,只玩真心话和大冒险 反正都不认识 流泪玩得私我,Guangxi,Seeking Interaction and Imitation,video142,comment10156,2025-04-16
0,0,好像你的书包,Fujian,Appearance and Attire,video147,comment10157,2024-05-18
0,0,你们熟吗？都说要卖新车了。,Henan,Seeking Interaction and Imitation,video184,comment10158,2025-03-29
0,0,就是喜欢你们 比心,Hubei,Emotions and Interpersonal Relationships,video43,comment10159,2025-01-14
0,1,不是转转导的吗,Heilongjiang,Challenge Authenticity and Performativity,video97,comment10160,2024-06-22
0,0,我觉得作者就是个精神小妹 微笑,Henan,Social Evaluation and Concepts,video82,comment10161,2024-05-10
0,0,恶臭，闻一下能熏吐,Shanghai,Social Evaluation and Concepts,video55,comment10162,2025-02-02
0,0,我就说我怎么会刷到呢，原来是鸟子哥啊 憨笑,Guangdong,Others,video59,comment10163,2025-03-17
0,1,3个人洗头才35元，真便宜，这是啥地方呢 不失礼貌的微笑,Shandong,Regional and Group Characteristics,video86,comment10164,2025-03-10
0,0,给人一种很干净白莲花一尘不染的感觉 泣不成声,Hebei,Social Evaluation and Concepts,video103,comment10165,2024-08-27
0,1,我们正在打羽毛球有个放着歌的车来了，我就想看看一看俩精神小妹，这下好了过来围着我这边转，后面好像是骂了句傻逼不确定是不是骂我因为她后面还带着个人在打电话，前面骑车的人说的傻逼，然后就走了,Shandong,Sharing Personal Experiences,video6,comment10166,2025-04-27
0,0,一天能借几遍钱 九转大肠,Ningxia,Behavior and Lifestyle,video56,comment10167,2024-07-10
0,0,把我名纹身上 捂脸,Shaanxi,Seeking Interaction and Imitation,video39,comment10168,2024-08-21
0,0,要是我闺女 腿给她打折,Hubei,Social Evaluation and Concepts,video10,comment10169,2025-04-15
0,1,给买包烟她们给你情绪价值拉满 捂脸都给你哄成智障了吧 捂脸,Sichuan,Emotions and Interpersonal Relationships,video64,comment10170,2025-05-10
0,2,我懂了！我也要去那噶的拍视频去！！！,Jiangsu,Seeking Interaction and Imitation,video1,comment10171,2025-03-15
0,0,找个对象吧！两个人有个照应,Guizhou,Emotions and Interpersonal Relationships,video8,comment10172,2025-03-20
0,0,这个就是爱情 哈哈,Guangdong,Emotions and Interpersonal Relationships,video83,comment10173,2024-10-13
1,1,我再也不嘲笑他们了 流泪,Guangdong,Social Evaluation and Concepts,video7,comment10174,2024-12-08
0,0,孟胖这大脸盘子越来越可爱了 玫瑰,Henan,Appearance and Attire,video36,comment10175,2025-05-08
0,0,现在就去下，这种不正之风我一定要狠狠批判一下,Zhejiang,Social Evaluation and Concepts,video28,comment10176,2024-07-24
0,0,穿一期紧身的，好关注你,Sichuan,Appearance and Attire,video25,comment10177,2024-06-16
0,0,卧槽，牛逼 捂脸,Henan,Others,video7,comment10178,2025-01-07
0,0,白羽绒服的腿不错,Zhejiang,Appearance and Attire,video30,comment10179,2025-01-17
0,6,虽然100块都拿不出来，但是一个电话能叫来三个妹子 捂脸,Fujian,Behavior and Lifestyle,video12,comment10180,2025-03-11
0,0,完了 花总像我老公的妹妹 捂脸,Hubei,Sharing Personal Experiences,video27,comment10181,2024-11-04
0,0,精神小妹在哪,Tianjin,Seeking Interaction and Imitation,video122,comment10182,2025-03-10
0,0,美姐给我来根老冰棍呗 抠鼻,Tianjin,Seeking Interaction and Imitation,video139,comment10183,2024-09-16
0,0,他们适合去欢乐谷玩一天 精神好好 偷笑,Chongqing,Behavior and Lifestyle,video120,comment10184,2025-04-29
0,0,你这是想趁虚而入 呲牙,Anhui,Emotions and Interpersonal Relationships,video38,comment10185,2025-05-02
0,0,她俩有夫妻相 灵机一动,Henan,Emotions and Interpersonal Relationships,video8,comment10186,2025-03-20
0,0,我想认识一下橘色头发那妹子,Hunan,Seeking Interaction and Imitation,video94,comment10187,2024-11-16
11,31,我也想做精神小妹 但是我太圆润了 泪奔,Guangdong,Seeking Interaction and Imitation,video122,comment10188,2025-03-09
1,0,该说不说，河南的妮子长得怪美,Guizhou,Regional and Group Characteristics,video23,comment10189,2025-02-18
1,0,给你送过去吧,Henan,Seeking Interaction and Imitation,video60,comment10190,2025-03-27
0,0,其实小县城的jsxm和小伙家里都是有钱人 打了报警都能捞出来 然后要求赔偿就找不着人 憨笑,Guangdong,Social Evaluation and Concepts,video6,comment10191,2025-04-26
0,0,陕西这边没有这种现象，上辈人重男轻女思想，一个地区没有几个女孩 捂脸,Shaanxi,Regional and Group Characteristics,video130,comment10192,2025-05-18
0,0,难以接受纹身,Hunan,Social Evaluation and Concepts,video39,comment10193,2024-08-20
0,0,越来越喜欢精神小妹了 微笑,Guangdong,Emotions and Interpersonal Relationships,video46,comment10194,2025-04-30
0,0,哥们。我想和你做朋友。 大哭,Hunan,Seeking Interaction and Imitation,video103,comment10195,2024-08-27
0,0,情绪价值拉满 捂脸,Beijing,Emotions and Interpersonal Relationships,video93,comment10196,2025-03-16
1,0,这种妹儿才嫰 泣不成声,Guangdong,Appearance and Attire,video12,comment10197,2025-03-05
0,0,这钱花的值，情绪感拉满。海南有吗我给花500一天。,Hainan,Seeking Interaction and Imitation,video51,comment10198,2025-04-28
3,2,房间这样，总结，父母教育问题,Anhui,Social Evaluation and Concepts,video8,comment10199,2025-03-19
0,0,你是这样的人吗,Anhui,Others,video40,comment10200,2025-05-04
0,0,难怪说内地艾滋病泛滥，这些小伙小妹都混住啊,Guangdong,Social Evaluation and Concepts,video60,comment10201,2025-03-30
0,0,全部给我吧 害羞,Hainan,Seeking Interaction and Imitation,video88,comment10202,2025-05-01
0,0,主题升华了 赞,Guangdong,Social Evaluation and Concepts,video131,comment10203,2024-11-13
0,0,挺实诚 吃拉稀套餐 泪奔,Fujian,Behavior and Lifestyle,video15,comment10204,2025-05-03
0,0,不知道这小女孩爸妈看到这视频，有什么感觉？,Guangdong,Emotions and Interpersonal Relationships,video117,comment10205,2024-10-23
0,1,啥时候来安徽拍两期,Henan,Regional and Group Characteristics,video24,comment10206,2025-04-26
0,1,这软妹我都喜欢,Guangdong,Appearance and Attire,video42,comment10207,2025-04-29
0,0,老话说的好 富养闺女,Shandong,Social Evaluation and Concepts,video86,comment10208,2025-03-09
1,0,什么精神小妹，我老婆,Chongqing,Social Evaluation and Concepts,video82,comment10209,2024-05-29
0,0,颜值真高啊高个子妹妹 微笑,Jiangsu,Appearance and Attire,video84,comment10210,2025-02-13
0,0,难道只有我喜欢精神小伙吗,Guizhou,Seeking Interaction and Imitation,video120,comment10211,2025-05-10
0,0,钱花完了就开始俺妈叫我回家了。 色,Henan,Behavior and Lifestyle,video141,comment10212,2025-02-14
0,0,老弟，你让哥演一集，车给你开一个月 看,Jiangsu,Seeking Interaction and Imitation,video3,comment10213,2025-03-25
0,0,五一去哪玩，请带上我 流泪,Jiangsu,Seeking Interaction and Imitation,video40,comment10214,2025-05-03
0,0,嫩白说这群还挺仗义,Henan,Social Evaluation and Concepts,video15,comment10215,2025-04-30
